Compound,RT,Filename,Area,m/z (Apex),ISTD Response,Actual RT,RT Delta,m/z (Expected),m/z (Delta)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P14_D2_001,66079812,149.02324,N/A,10.82,-0.01,149.0233,-.40842 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P14_D3_001,54710839,149.02324,N/A,10.81,-0.02,149.0233,-.40842 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P14_D3_002,48506902,149.02324,N/A,10.81,-0.02,149.0233,-.40842 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P15_B_001,17361343,149.02332,N/A,10.82,-0.01,149.0233,.10354 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P15_D1_001,15222048,149.0233,N/A,10.81,-0.02,149.0233,.00115 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P15_D2_001,12109634,149.0233,N/A,10.82,-0.01,149.0233,.00115 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P15_D3_001,20455934,149.02327,N/A,10.81,-0.02,149.0233,-.20364 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P16_B_001,60909259,149.02325,N/A,10.81,-0.02,149.0233,-.30603 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P16_D1_001,12600756,149.02332,N/A,10.81,-0.02,149.0233,.10354 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P16_D2_001,N/F,N/F,N/A,N/F,N/F,149.0233,N/F
Bis(2-methoxyethyl) phthalate (DMEP),10.83,P16_D3_001,20038316,149.02327,N/A,10.81,-0.02,149.0233,-.20364 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,QCB_001,28505925,149.02325,N/A,10.81,-0.02,149.0233,-.30603 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,QCP_001,28693037,149.02327,N/A,10.82,-0.01,149.0233,-.20364 (ppm)
Bis(2-methoxyethyl) phthalate (DMEP),10.83,SolventBlank_001,N/F,N/F,N/A,N/F,N/F,149.0233,N/F
Bis(2-methoxyethyl) phthalate (DMEP),10.83,SolventBlank_002,N/F,N/F,N/A,N/F,N/F,149.0233,N/F
Bis(2-methoxyethyl) phthalate (DMEP),10.83,Spk2_001,7274317,149.02325,N/A,10.82,-0.01,149.0233,-.30603 (ppm)
Diethyl phthalate - DEP,8.4,Blk_001,7321,N/A,17480438,8.45,0.05,<multiple>,N/A
Diethyl phthalate - DEP,8.4,P12_B_001,12898,149.02324,41536369,8.41,0.01,<multiple>,-.40842 (ppm)
Diethyl phthalate - DEP,8.4,P12_D1_001,14601,149.02336,39217719,8.43,0.03,<multiple>,.41071 (ppm)
Diethyl phthalate - DEP,8.4,P12_D2_001,N/F,N/F,38923782,N/F,N/F,<multiple>,N/F
Diethyl phthalate - DEP,8.4,P12_D3_001,10835,149.02332,43800400,8.41,0.01,<multiple>,.10354 (ppm)
Diethyl phthalate - DEP,8.4,P14_B_001,N/F,N/F,38869530,N/F,N/F,<multiple>,N/F
Diethyl phthalate - DEP,8.4,P14_D1_001,5355,149.02351,39312935,8.41,0.01,<multiple>,1.43463 (ppm)
Diethyl phthalate - DEP,8.4,P14_D2_001,25482,149.02339,32902200,8.42,0.02,<multiple>,.61550 (ppm)
Diethyl phthalate - DEP,8.4,P14_D3_001,13350,149.02328,35476817,8.42,0.02,<multiple>,-.10125 (ppm)
Diethyl phthalate - DEP,8.4,P14_D3_002,N/F,N/F,33369590,N/F,N/F,<multiple>,N/F
Diethyl phthalate - DEP,8.4,P15_B_001,N/F,N/F,31544020,N/F,N/F,<multiple>,N/F
Diethyl phthalate - DEP,8.4,P15_D1_001,2722,N/A,31879862,8.42,0.02,<multiple>,N/A
Diethyl phthalate - DEP,8.4,P15_D2_001,N/F,N/F,28447660,N/F,N/F,<multiple>,N/F
Diethyl phthalate - DEP,8.4,P15_D3_001,N/F,N/F,33204869,N/F,N/F,<multiple>,N/F
Diethyl phthalate - DEP,8.4,P16_B_001,52549,149.02336,30294614,8.42,0.02,<multiple>,.41071 (ppm)
Diethyl phthalate - DEP,8.4,P16_D1_001,N/F,N/F,35263826,N/F,N/F,<multiple>,N/F
Diethyl phthalate - DEP,8.4,P16_D2_001,N/F,N/F,235,N/F,N/F,<multiple>,N/F
Diethyl phthalate - DEP,8.4,P16_D3_001,N/F,N/F,27683422,N/F,N/F,<multiple>,N/F
Diethyl phthalate - DEP,8.4,QCB_001,N/F,N/F,39860953,N/F,N/F,<multiple>,N/F
Diethyl phthalate - DEP,8.4,QCP_001,N/F,N/F,34127669,N/F,N/F,<multiple>,N/F
Diethyl phthalate - DEP,8.4,SolventBlank_001,N/F,N/F,49044,N/F,N/F,<multiple>,N/F
Diethyl phthalate - DEP,8.4,SolventBlank_002,384,149.02345,6221,8.43,0.03,<multiple>,1.02507 (ppm)
Diethyl phthalate - DEP,8.4,Spk2_001,2281,149.02333,18145852,8.44,0.04,<multiple>,.20593 (ppm)
Diethyl phthalate-d4,8.86,Blk_001,N/F,N/F,17480438,N/F,N/F,153.0484,N/F
Diethyl phthalate-d4,8.86,P12_B_001,63216,153.04845,41536369,8.39,-0.47,153.0484,.30484 (ppm)
Diethyl phthalate-d4,8.86,P12_D1_001,53504,153.04846,39217719,8.39,-0.47,153.0484,.40454 (ppm)
Diethyl phthalate-d4,8.86,P12_D2_001,45373,153.04852,38923782,8.39,-0.47,153.0484,.80334 (ppm)
Diethyl phthalate-d4,8.86,P12_D3_001,56956,153.04848,43800400,8.39,-0.47,153.0484,.50424 (ppm)
Diethyl phthalate-d4,8.86,P14_B_001,17297,N/A,38869530,8.89,0.03,153.0484,N/A
Diethyl phthalate-d4,8.86,P14_D1_001,32360,153.04846,39312935,8.4,-0.46,153.0484,.40454 (ppm)
Diethyl phthalate-d4,8.86,P14_D2_001,17761,153.04851,32902200,8.4,-0.46,153.0484,.70364 (ppm)
Diethyl phthalate-d4,8.86,P14_D3_001,12404,N/A,35476817,8.4,-0.46,153.0484,N/A
Diethyl phthalate-d4,8.86,P14_D3_002,8764,153.04839,33369590,9.08,0.22,153.0484,-.09396 (ppm)
Diethyl phthalate-d4,8.86,P15_B_001,26420,153.04851,31544020,8.41,-0.45,153.0484,.70364 (ppm)
Diethyl phthalate-d4,8.86,P15_D1_001,18968,153.04846,31879862,8.41,-0.45,153.0484,.40454 (ppm)
Diethyl phthalate-d4,8.86,P15_D2_001,13358,153.04837,28447660,8.41,-0.45,153.0484,-.19366 (ppm)
Diethyl phthalate-d4,8.86,P15_D3_001,36688,153.04845,33204869,8.39,-0.47,153.0484,.30484 (ppm)
Diethyl phthalate-d4,8.86,P16_B_001,46431,153.04848,30294614,8.39,-0.47,153.0484,.50424 (ppm)
Diethyl phthalate-d4,8.86,P16_D1_001,9807,153.04871,35263826,8.4,-0.46,153.0484,1.99972 (ppm)
Diethyl phthalate-d4,8.86,P16_D2_001,N/F,N/F,235,N/F,N/F,153.0484,N/F
Diethyl phthalate-d4,8.86,P16_D3_001,19984,153.04846,27683422,8.41,-0.45,153.0484,.40454 (ppm)
Diethyl phthalate-d4,8.86,QCB_001,38217,153.04852,39860953,8.39,-0.47,153.0484,.80334 (ppm)
Diethyl phthalate-d4,8.86,QCP_001,24078,153.04843,34127669,8.4,-0.46,153.0484,.20514 (ppm)
Diethyl phthalate-d4,8.86,SolventBlank_001,N/F,N/F,49044,N/F,N/F,153.0484,N/F
Diethyl phthalate-d4,8.86,SolventBlank_002,N/F,N/F,6221,N/F,N/F,153.0484,N/F
Diethyl phthalate-d4,8.86,Spk2_001,3895,153.04842,18145852,8.41,-0.45,153.0484,.10544 (ppm)
Diisobutyl phthalate - DIBP,9.96,Blk_001,3202758,149.02333,17480438,9.98,0.02,<multiple>,.20593 (ppm)
Diisobutyl phthalate - DIBP,9.96,P12_B_001,10797288,149.02327,41536369,9.96,0.00,<multiple>,-.20364 (ppm)
Diisobutyl phthalate - DIBP,9.96,P12_D1_001,19590148,149.02328,39217719,9.96,0.00,<multiple>,-.10125 (ppm)
Diisobutyl phthalate - DIBP,9.96,P12_D2_001,12958883,149.02328,38923782,9.96,0.00,<multiple>,-.10125 (ppm)
Diisobutyl phthalate - DIBP,9.96,P12_D3_001,17843663,149.02327,43800400,9.96,0.00,<multiple>,-.20364 (ppm)
Diisobutyl phthalate - DIBP,9.96,P14_B_001,11104715,149.02322,38869530,9.96,0.00,<multiple>,-.51081 (ppm)
Diisobutyl phthalate - DIBP,9.96,P14_D1_001,9872159,149.02332,39312935,9.96,0.00,<multiple>,.10354 (ppm)
Diisobutyl phthalate - DIBP,9.96,P14_D2_001,24486026,149.02322,32902200,9.96,0.00,<multiple>,-.51081 (ppm)
Diisobutyl phthalate - DIBP,9.96,P14_D3_001,19276803,149.02322,35476817,9.96,0.00,<multiple>,-.51081 (ppm)
Diisobutyl phthalate - DIBP,9.96,P14_D3_002,17183754,149.02322,33369590,9.96,0.00,<multiple>,-.51081 (ppm)
Diisobutyl phthalate - DIBP,9.96,P15_B_001,6109117,149.02324,31544020,9.97,0.01,<multiple>,-.40842 (ppm)
Diisobutyl phthalate - DIBP,9.96,P15_D1_001,5464185,149.02324,31879862,9.96,0.00,<multiple>,-.40842 (ppm)
Diisobutyl phthalate - DIBP,9.96,P15_D2_001,4228921,149.02325,28447660,9.96,0.00,<multiple>,-.30603 (ppm)
Diisobutyl phthalate - DIBP,9.96,P15_D3_001,8163139,149.02322,33204869,9.95,-0.01,<multiple>,-.51081 (ppm)
Diisobutyl phthalate - DIBP,9.96,P16_B_001,22034858,149.02325,30294614,9.96,0.00,<multiple>,-.30603 (ppm)
Diisobutyl phthalate - DIBP,9.96,P16_D1_001,4698522,149.02332,35263826,9.96,0.00,<multiple>,.10354 (ppm)
Diisobutyl phthalate - DIBP,9.96,P16_D2_001,N/F,N/F,235,N/F,N/F,<multiple>,N/F
Diisobutyl phthalate - DIBP,9.96,P16_D3_001,6640595,149.02328,27683422,9.96,0.00,<multiple>,-.10125 (ppm)
Diisobutyl phthalate - DIBP,9.96,QCB_001,8110244,149.02324,39860953,9.96,0.00,<multiple>,-.40842 (ppm)
Diisobutyl phthalate - DIBP,9.96,QCP_001,8890340,149.02327,34127669,9.96,0.00,<multiple>,-.20364 (ppm)
Diisobutyl phthalate - DIBP,9.96,SolventBlank_001,N/F,N/F,49044,N/F,N/F,<multiple>,N/F
Diisobutyl phthalate - DIBP,9.96,SolventBlank_002,1278,149.02322,6221,10.07,0.11,<multiple>,-.51081 (ppm)
Diisobutyl phthalate - DIBP,9.96,Spk2_001,2356064,149.0233,18145852,9.97,0.01,<multiple>,.00115 (ppm)
Diisodecyl phthalate - DIDP,19.4,Blk_001,N/F,N/F,17480438,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P12_B_001,N/F,N/F,41536369,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P12_D1_001,N/F,N/F,39217719,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P12_D2_001,4246,307.19009,38923782,17.53,-1.87,<multiple>,-.99614 (ppm)
Diisodecyl phthalate - DIDP,19.4,P12_D3_001,N/F,N/F,43800400,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P14_B_001,N/F,N/F,38869530,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P14_D1_001,N/F,N/F,39312935,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P14_D2_001,N/F,N/F,32902200,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P14_D3_001,N/F,N/F,35476817,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P14_D3_002,N/F,N/F,33369590,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P15_B_001,N/F,N/F,31544020,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P15_D1_001,N/F,N/F,31879862,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P15_D2_001,N/F,N/F,28447660,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P15_D3_001,N/F,N/F,33204869,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P16_B_001,N/F,N/F,30294614,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P16_D1_001,N/F,N/F,35263826,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P16_D2_001,N/F,N/F,235,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,P16_D3_001,N/F,N/F,27683422,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,QCB_001,N/F,N/F,39860953,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,QCP_001,N/F,N/F,34127669,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,SolventBlank_001,N/F,N/F,49044,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,SolventBlank_002,N/F,N/F,6221,N/F,N/F,<multiple>,N/F
Diisodecyl phthalate - DIDP,19.4,Spk2_001,N/F,N/F,18145852,N/F,N/F,<multiple>,N/F
Diisononyl phthalate - DINP,16.5,Blk_001,N/F,N/F,17480438,N/F,N/F,<multiple>,N/F
Diisononyl phthalate - DINP,16.5,P12_B_001,2200,N/A,41536369,16.33,-0.17,<multiple>,N/A
Diisononyl phthalate - DINP,16.5,P12_D1_001,3843,293.17493,39217719,16.47,-0.03,<multiple>,.77346 (ppm)
Diisononyl phthalate - DINP,16.5,P12_D2_001,349832,293.17493,38923782,16.07,-0.43,<multiple>,.77346 (ppm)
Diisononyl phthalate - DINP,16.5,P12_D3_001,2140,293.1748,43800400,16.62,0.12,<multiple>,.35708 (ppm)
Diisononyl phthalate - DINP,16.5,P14_B_001,5583,293.17429,38869530,16.06,-0.44,<multiple>,-1.41251 (ppm)
Diisononyl phthalate - DINP,16.5,P14_D1_001,10579,293.17532,39312935,16.25,-0.25,<multiple>,2.12667 (ppm)
Diisononyl phthalate - DINP,16.5,P14_D2_001,1803329,293.17459,32902200,16.07,-0.43,<multiple>,-.37157 (ppm)
Diisononyl phthalate - DINP,16.5,P14_D3_001,5227,293.17517,35476817,16.26,-0.24,<multiple>,1.60620 (ppm)
Diisononyl phthalate - DINP,16.5,P14_D3_002,20679,293.17441,33369590,16.14,-0.36,<multiple>,-.99613 (ppm)
Diisononyl phthalate - DINP,16.5,P15_B_001,3276,N/A,31544020,16.26,-0.24,<multiple>,N/A
Diisononyl phthalate - DINP,16.5,P15_D1_001,2316,293.17456,31879862,16.46,-0.04,<multiple>,-.47567 (ppm)
Diisononyl phthalate - DINP,16.5,P15_D2_001,984,293.17395,28447660,16.48,-0.02,<multiple>,-2.55754 (ppm)
Diisononyl phthalate - DINP,16.5,P15_D3_001,878459797,293.17465,33204869,16.08,-0.42,<multiple>,-.16339 (ppm)
Diisononyl phthalate - DINP,16.5,P16_B_001,2650008581,293.17462,30294614,16.23,-0.27,<multiple>,-.26748 (ppm)
Diisononyl phthalate - DINP,16.5,P16_D1_001,1455,293.17444,35263826,16.97,0.47,<multiple>,-.89204 (ppm)
Diisononyl phthalate - DINP,16.5,P16_D2_001,N/F,N/F,235,N/F,N/F,<multiple>,N/F
Diisononyl phthalate - DINP,16.5,P16_D3_001,10229,293.17493,27683422,16.25,-0.25,<multiple>,.77346 (ppm)
Diisononyl phthalate - DINP,16.5,QCB_001,617833058,293.17468,39860953,16.08,-0.42,<multiple>,-.05929 (ppm)
